sample_id,category,max_prefix_gt_coverage,F_full_direct__strict_valid_answer,F_full_direct__strict_final_correct,F_full_direct__lenient_valid_answer,F_full_direct__lenient_final_correct,F_full_direct__protocol_violation,F_full_direct__parsed_answer,O_oracle_top2_direct__strict_valid_answer,O_oracle_top2_direct__strict_final_correct,O_oracle_top2_direct__lenient_valid_answer,O_oracle_top2_direct__lenient_final_correct,O_oracle_top2_direct__protocol_violation,O_oracle_top2_direct__parsed_answer,R_recent_top2_direct__strict_valid_answer,R_recent_top2_direct__strict_final_correct,R_recent_top2_direct__lenient_valid_answer,R_recent_top2_direct__lenient_final_correct,R_recent_top2_direct__protocol_violation,R_recent_top2_direct__parsed_answer,X_random_top2_direct__strict_valid_answer,X_random_top2_direct__strict_final_correct,X_random_top2_direct__lenient_valid_answer,X_random_top2_direct__lenient_final_correct,X_random_top2_direct__protocol_violation,X_random_top2_direct__parsed_answer
TPROMPTb732c7fab386,OCR Recognition,1.0,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTb7d16105e70e,Spatial Relationship,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTb81e20c2db71,Entity Recognition,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTbbf9cdc186ad,OCR Recognition,1.0,False,False,False,False,True,,True,,True,,False,解放碑,False,False,False,False,True,,False,False,False,False,True,
TPROMPTbcd9c95a3af1,OCR Recognition,1.0,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTbf5dc4466ea8,Color Recognition,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTc15623bda4f1,Spatial Relationship,1.0,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTc7c603ad3a9e,Spatial Relationship,1.0,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTcb89849b96c2,Color Recognition,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTce33bd920c2d,Color Recognition,1.0,False,False,False,False,False,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTd27b2a205b7d,Spatial Relationship,1.0,False,False,False,False,True,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTd71e0ba6af48,OCR Recognition,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTd79d39cab392,Spatial Relationship,1.0,False,False,False,False,True,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTd8cea30a3f40,Occluded Object Recognition,1.0,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTd9dea78fc2c2,OCR Recognition,1.0,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTe2ae8879903b,Entity Recognition,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTeb5d2ac29103,Entity Recognition,1.0,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,,False,False,False,False,True,
TPROMPTef9011c29ddb,OCR Recognition,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTf580f92c43df,Spatial Relationship,1.0,False,False,False,False,False,,False,False,False,False,True,,True,False,True,False,False,AMORYS,False,False,False,False,True,
TPROMPTf8a94a9faedf,Spatial Relationship,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTf9789aa0279c,Color Recognition,1.0,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,
TPROMPTffcbc8ce570f,Spatial Relationship,1.0,False,False,False,False,True,,False,False,False,False,False,,False,False,False,False,True,,False,False,False,False,False,
