sample_id,category,mode,first_condition,second_condition,second_wrong_or_no_answer_to_first_correct,second_correct_to_first_wrong,second_protocol_violation_to_first_valid_answer,second_no_answer_to_first_answer
TPROMPT433eb7d38409,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT433eb7d38409,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT44008887cd0a,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT44008887cd0a,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT44008887cd0a,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT44008887cd0a,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT44008887cd0a,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT44008887cd0a,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4827f5bac79f,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4827f5bac79f,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4827f5bac79f,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4827f5bac79f,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4827f5bac79f,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4827f5bac79f,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4b58392e9fa0,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4b58392e9fa0,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4b58392e9fa0,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4b58392e9fa0,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4b58392e9fa0,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4b58392e9fa0,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4d38369995c3,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4d38369995c3,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4d38369995c3,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4d38369995c3,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4d38369995c3,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4d38369995c3,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4db4a1e6a431,Occluded Object Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4db4a1e6a431,Occluded Object Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4db4a1e6a431,Occluded Object Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4db4a1e6a431,Occluded Object Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4db4a1e6a431,Occluded Object Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4db4a1e6a431,Occluded Object Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4e84c67324b4,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4e84c67324b4,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4e84c67324b4,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4e84c67324b4,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4e84c67324b4,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4e84c67324b4,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4ebc8e5a4604,Occluded Object Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4ebc8e5a4604,Occluded Object Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT4ebc8e5a4604,Occluded Object Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4ebc8e5a4604,Occluded Object Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT4ebc8e5a4604,Occluded Object Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT4ebc8e5a4604,Occluded Object Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT5013d9f0a3b0,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT5013d9f0a3b0,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT5013d9f0a3b0,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT5013d9f0a3b0,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT5013d9f0a3b0,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT5013d9f0a3b0,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT59892e5d6946,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT59892e5d6946,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT59892e5d6946,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT59892e5d6946,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT59892e5d6946,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT59892e5d6946,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT5c23986e354f,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT5c23986e354f,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT5c23986e354f,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT5c23986e354f,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT5c23986e354f,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT5c23986e354f,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT5f40e3f3825d,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT5f40e3f3825d,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT5f40e3f3825d,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT5f40e3f3825d,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT5f40e3f3825d,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT5f40e3f3825d,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT6064c9a5c9cc,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6064c9a5c9cc,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6064c9a5c9cc,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6064c9a5c9cc,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6064c9a5c9cc,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT6064c9a5c9cc,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT642beb76b8d9,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT642beb76b8d9,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT642beb76b8d9,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT642beb76b8d9,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT642beb76b8d9,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT642beb76b8d9,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT65ab072c3b73,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT65ab072c3b73,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT65ab072c3b73,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT65ab072c3b73,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT65ab072c3b73,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT65ab072c3b73,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT67091f5462b7,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT67091f5462b7,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT67091f5462b7,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT67091f5462b7,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT67091f5462b7,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT67091f5462b7,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT68ca2fe097b9,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT68ca2fe097b9,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT68ca2fe097b9,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT68ca2fe097b9,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT68ca2fe097b9,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT68ca2fe097b9,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT6ce215638c57,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6ce215638c57,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6ce215638c57,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6ce215638c57,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6ce215638c57,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT6ce215638c57,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT6eca86c3bd8c,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6eca86c3bd8c,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6eca86c3bd8c,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6eca86c3bd8c,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6eca86c3bd8c,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
