sample_id,condition,k_irrelevant,image_path,contact_sheet_path,gt_bbox,gt_crop_position,question,options_shuffled,gt_answer_letter,gt_answer_text,model_raw_output,pred_answer_letter,pred_answer_text,correct,num_evidence_crops,seed,inference_time_sec,error
GPT4V-hard/13,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,outputs/contact_sheets/GPT4V-hard__13/gt_plus_4_irrelevant.jpg,"[498.0, 408.0, 50.0, 165.0]",2,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,(D),D,The number of that player who is shooting is 8.,True,5,42,1.2485,
GPT4V-hard/13,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,outputs/contact_sheets/GPT4V-hard__13/gt_plus_8_irrelevant.jpg,"[498.0, 408.0, 50.0, 165.0]",6,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,(D),D,The number of that player who is shooting is 8.,True,9,42,1.2421,
GPT4V-hard/14,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/original_only.jpg,"[1565.0, 1516.0, 177.0, 161.0]",,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,D,D,The black framed board displays a wait time of 15 minutes for the attraction.,False,0,42,0.8189,
GPT4V-hard/14,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_crop_only.jpg,"[1565.0, 1516.0, 177.0, 161.0]",1,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,1,42,1.0402,
GPT4V-hard/14,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_plus_1_irrelevant.jpg,"[1565.0, 1516.0, 177.0, 161.0]",2,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,2,42,1.0370,
GPT4V-hard/14,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_plus_4_irrelevant.jpg,"[1565.0, 1516.0, 177.0, 161.0]",2,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,5,42,1.2330,
GPT4V-hard/14,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_plus_8_irrelevant.jpg,"[1565.0, 1516.0, 177.0, 161.0]",5,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,9,42,1.2180,
GPT4V-hard/15,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/original_only.jpg,"[2074.0, 1266.0, 125.0, 238.0]",,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,0,42,0.8266,
GPT4V-hard/15,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_crop_only.jpg,"[2074.0, 1266.0, 125.0, 238.0]",1,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,1,42,1.0130,
GPT4V-hard/15,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_plus_1_irrelevant.jpg,"[2074.0, 1266.0, 125.0, 238.0]",1,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,2,42,1.0206,
GPT4V-hard/15,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_plus_4_irrelevant.jpg,"[2074.0, 1266.0, 125.0, 238.0]",3,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,5,42,1.2107,
GPT4V-hard/15,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_plus_8_irrelevant.jpg,"[2074.0, 1266.0, 125.0, 238.0]",2,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,9,42,1.2167,
GPT4V-hard/16,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/original_only.jpg,"[2190.0, 1350.0, 100.0, 151.0]",,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,B,B,A rooster is drawn on that red signicade.,False,0,42,0.8193,
GPT4V-hard/16,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_crop_only.jpg,"[2190.0, 1350.0, 100.0, 151.0]",1,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(C),C,A tiger is drawn on that red signicade.,True,1,42,1.0492,
GPT4V-hard/16,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_plus_1_irrelevant.jpg,"[2190.0, 1350.0, 100.0, 151.0]",2,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(C),C,A tiger is drawn on that red signicade.,True,2,42,1.0554,
GPT4V-hard/16,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_plus_4_irrelevant.jpg,"[2190.0, 1350.0, 100.0, 151.0]",2,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(B),B,A rooster is drawn on that red signicade.,False,5,42,1.2598,
GPT4V-hard/16,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_plus_8_irrelevant.jpg,"[2190.0, 1350.0, 100.0, 151.0]",9,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(C),C,A tiger is drawn on that red signicade.,True,9,42,1.2539,
GPT4V-hard/17,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/original_only.jpg,"[2101.0, 1440.0, 79.0, 27.0]",,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,D,D,The name of the street ahead is Gambier Street.,True,0,42,0.8424,
GPT4V-hard/17,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_crop_only.jpg,"[2101.0, 1440.0, 79.0, 27.0]",1,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,1,42,1.0978,
GPT4V-hard/17,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_plus_1_irrelevant.jpg,"[2101.0, 1440.0, 79.0, 27.0]",2,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,2,42,1.0917,
GPT4V-hard/17,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_plus_4_irrelevant.jpg,"[2101.0, 1440.0, 79.0, 27.0]",3,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,5,42,1.3934,
GPT4V-hard/17,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_plus_8_irrelevant.jpg,"[2101.0, 1440.0, 79.0, 27.0]",3,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,9,42,1.3997,
GPT4V-hard/18,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/original_only.jpg,"[574.0, 655.0, 43.0, 117.0]",,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,(D),D,The color of the dog is black.,True,0,42,0.8810,
GPT4V-hard/18,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_crop_only.jpg,"[574.0, 655.0, 43.0, 117.0]",1,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,(D),D,The color of the dog is black.,True,1,42,1.0973,
GPT4V-hard/18,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_plus_1_irrelevant.jpg,"[574.0, 655.0, 43.0, 117.0]",1,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,D,D,The color of the dog is black.,True,2,42,1.0517,
GPT4V-hard/18,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_plus_4_irrelevant.jpg,"[574.0, 655.0, 43.0, 117.0]",1,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,D,D,The color of the dog is black.,True,5,42,1.2509,
GPT4V-hard/18,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_plus_8_irrelevant.jpg,"[574.0, 655.0, 43.0, 117.0]",4,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,(D),D,The color of the dog is black.,True,9,42,1.2966,
