seed,sample_id,category,condition,k_irrelevant,image_path,question,options_shuffled,gt_answer_letter,gt_answer_text,gt_bbox_xywh,gt_position,num_tool_turns,num_images,crop_bboxes_xyxy,crop_kinds_in_order,crop_sizes_in_order,full_image_hash,gt_crop_hash,full_image_visual_tokens,gt_crop_visual_tokens,input_token_count,estimated_visual_token_count,max_new_tokens,output_token_count,finish_reason,model_raw_output,pred_answer_letter,pred_answer_text,valid,correct,inference_time_sec,error
42,GPT4V-hard/12,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/12.jpg,What is the color of the mug?,"[""The color of the mug is black."", ""The color of the mug is red."", ""The color of the mug is white."", ""The color of the mug is blue.""]",D,The color of the mug is blue.,"[4599.0, 1296.0, 205.0, 223.0]",,0,1,[],[],[],20378f2c32088359999796b96d2b25e1a220c076ae57db60110516f04db7d815,263fcd890ac35161c5eec7c4fbfbaa33993a7ae6e4af894e8987217274864684,64896,960,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 8.08 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 10.95 GiB is allocated by PyTorch, and 8.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/12,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/12.jpg,What is the color of the mug?,"[""The color of the mug is black."", ""The color of the mug is red."", ""The color of the mug is white."", ""The color of the mug is blue.""]",D,The color of the mug is blue.,"[4599.0, 1296.0, 205.0, 223.0]",,0,1,[],[],[],20378f2c32088359999796b96d2b25e1a220c076ae57db60110516f04db7d815,263fcd890ac35161c5eec7c4fbfbaa33993a7ae6e4af894e8987217274864684,64896,960,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 9.90 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 12.94 GiB is allocated by PyTorch, and 6.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/13,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,"[498.0, 408.0, 50.0, 165.0]",,0,1,[],[],[],0241b781d099492d84f2092e05eeee26e496bcd25bdb70bdbe127fb28c8522a9,28b3657dc204cbd3edba106387995bb5531729c17c2c0da739590fb42223b801,4800,320,1354,4800,64,2,eos,D,D,The number of that player who is shooting is 8.,True,True,0.8680,
42,GPT4V-hard/13,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,"[498.0, 408.0, 50.0, 165.0]",1,1,2,"[[498, 408, 548, 573]]","[""gt""]","[[136, 448]]",0241b781d099492d84f2092e05eeee26e496bcd25bdb70bdbe127fb28c8522a9,28b3657dc204cbd3edba106387995bb5531729c17c2c0da739590fb42223b801,4800,320,1485,5120,64,2,eos,D,D,The number of that player who is shooting is 8.,True,True,0.9360,
42,GPT4V-hard/13,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,"[498.0, 408.0, 50.0, 165.0]",2,9,10,"[[786, 404, 828, 638], [498, 408, 548, 573], [246, 309, 305, 518], [321, 557, 363, 740], [878, 293, 919, 447], [872, 336, 935, 516], [757, 20, 816, 215], [606, 389, 654, 490], [765, 553, 808, 672]]","[""irrelevant"", ""gt"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant""]","[[80, 448], [136, 448], [126, 448], [103, 448], [119, 448], [157, 448], [136, 448], [213, 448], [162, 448]]",0241b781d099492d84f2092e05eeee26e496bcd25bdb70bdbe127fb28c8522a9,28b3657dc204cbd3edba106387995bb5531729c17c2c0da739590fb42223b801,4800,320,2532,7680,64,2,eos,D,D,The number of that player who is shooting is 8.,True,True,1.5575,
42,GPT4V-hard/14,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,"[1565.0, 1516.0, 177.0, 161.0]",,0,1,[],[],[],7fb2c23f2c4b85b38f0eaae7a1eed7c35e3a371eb592c99afbf5f3d6fc057056,6f3b7162cc60928cc76f7ac22b4deae662e4e9150be365766658a5d3d0ab428a,62208,960,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.21 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 9.99 GiB is allocated by PyTorch, and 9.53 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/14,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,"[1565.0, 1516.0, 177.0, 161.0]",,0,1,[],[],[],7fb2c23f2c4b85b38f0eaae7a1eed7c35e3a371eb592c99afbf5f3d6fc057056,6f3b7162cc60928cc76f7ac22b4deae662e4e9150be365766658a5d3d0ab428a,62208,960,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.43 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 10.24 GiB is allocated by PyTorch, and 9.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/14,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,"[1565.0, 1516.0, 177.0, 161.0]",,0,1,[],[],[],7fb2c23f2c4b85b38f0eaae7a1eed7c35e3a371eb592c99afbf5f3d6fc057056,6f3b7162cc60928cc76f7ac22b4deae662e4e9150be365766658a5d3d0ab428a,62208,960,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 8.87 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 11.81 GiB is allocated by PyTorch, and 7.71 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/15,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".","[2074.0, 1266.0, 125.0, 238.0]",,0,1,[],[],[],632cceb34b5f536a2fc3ca093727fd47a23d97d6a76273668a392ffa84ca91d2,fd46eef3e951df8ced97d240cbc03cdb168d83e8bd2241ecc59f8cdf5adb4727,61004,512,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 6.93 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 13.15 GiB is allocated by PyTorch, and 6.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/15,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".","[2074.0, 1266.0, 125.0, 238.0]",,0,1,[],[],[],632cceb34b5f536a2fc3ca093727fd47a23d97d6a76273668a392ffa84ca91d2,fd46eef3e951df8ced97d240cbc03cdb168d83e8bd2241ecc59f8cdf5adb4727,61004,512,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.05 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 9.81 GiB is allocated by PyTorch, and 9.71 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/15,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".","[2074.0, 1266.0, 125.0, 238.0]",,0,1,[],[],[],632cceb34b5f536a2fc3ca093727fd47a23d97d6a76273668a392ffa84ca91d2,fd46eef3e951df8ced97d240cbc03cdb168d83e8bd2241ecc59f8cdf5adb4727,61004,512,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 8.04 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 10.90 GiB is allocated by PyTorch, and 8.62 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/16,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,"[2190.0, 1350.0, 100.0, 151.0]",,0,1,[],[],[],464afa729a8083d250ee662d051b4fd09c3e7263f2d8c325f6099367c0ec6119,ba064c468e908ee77e717e0ee99718eb4b2cd5b9383050c5995161ae68520ddc,57984,704,14644,57984,64,2,eos,C,C,A tiger is drawn on that red signicade.,True,True,29.0503,
42,GPT4V-hard/16,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,"[2190.0, 1350.0, 100.0, 151.0]",1,1,2,"[[2190, 1350, 2290, 1501]]","[""gt""]","[[297, 448]]",464afa729a8083d250ee662d051b4fd09c3e7263f2d8c325f6099367c0ec6119,ba064c468e908ee77e717e0ee99718eb4b2cd5b9383050c5995161ae68520ddc,57984,704,14875,58688,64,2,eos,C,C,A tiger is drawn on that red signicade.,True,True,29.7031,
42,GPT4V-hard/16,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,"[2190.0, 1350.0, 100.0, 151.0]",,0,1,[],[],[],464afa729a8083d250ee662d051b4fd09c3e7263f2d8c325f6099367c0ec6119,ba064c468e908ee77e717e0ee99718eb4b2cd5b9383050c5995161ae68520ddc,57984,704,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.78 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 10.62 GiB is allocated by PyTorch, and 8.90 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/17,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,"[2101.0, 1440.0, 79.0, 27.0]",,0,1,[],[],[],77fbaf3774756d63405e9bb4c4ba7bb2feeb9b6a646772f068c018e1eb967f47,c1bb576dd37c9734f7457aedfd0ce3735ca2fda44c1da2b4666d056e15eadb99,57200,320,14450,57200,64,2,eos,D,D,The name of the street ahead is Gambier Street.,True,True,28.6165,
42,GPT4V-hard/17,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,"[2101.0, 1440.0, 79.0, 27.0]",1,1,2,"[[2101, 1440, 2180, 1467]]","[""gt""]","[[448, 153]]",77fbaf3774756d63405e9bb4c4ba7bb2feeb9b6a646772f068c018e1eb967f47,c1bb576dd37c9734f7457aedfd0ce3735ca2fda44c1da2b4666d056e15eadb99,57200,320,14585,57520,64,2,eos,D,D,The name of the street ahead is Gambier Street.,True,True,29.2971,
