sample_id,condition,k_irrelevant,image_path,contact_sheet_path,gt_bbox,gt_crop_position,question,options_shuffled,gt_answer_letter,gt_answer_text,model_raw_output,pred_answer_letter,pred_answer_text,correct,num_evidence_crops,seed,inference_time_sec,error
GPT4V-hard/10,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/10.webp,outputs/contact_sheets/GPT4V-hard__10/original_only.jpg,"[858.0, 387.0, 51.0, 129.0]",,What is the instrument held by an ape?,"[""The instrument held by an ape is a bass."", ""The instrument held by an ape is a violin."", ""The instrument held by an ape is a saxophone."", ""The instrument held by an ape is a guitar.""]",D,The instrument held by an ape is a guitar.,(D),D,The instrument held by an ape is a guitar.,True,0,42,0.8444,
GPT4V-hard/10,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/10.webp,outputs/contact_sheets/GPT4V-hard__10/gt_crop_only.jpg,"[858.0, 387.0, 51.0, 129.0]",1,What is the instrument held by an ape?,"[""The instrument held by an ape is a bass."", ""The instrument held by an ape is a violin."", ""The instrument held by an ape is a saxophone."", ""The instrument held by an ape is a guitar.""]",D,The instrument held by an ape is a guitar.,(D),D,The instrument held by an ape is a guitar.,True,1,42,1.0496,
GPT4V-hard/10,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/10.webp,outputs/contact_sheets/GPT4V-hard__10/gt_plus_1_irrelevant.jpg,"[858.0, 387.0, 51.0, 129.0]",1,What is the instrument held by an ape?,"[""The instrument held by an ape is a bass."", ""The instrument held by an ape is a violin."", ""The instrument held by an ape is a saxophone."", ""The instrument held by an ape is a guitar.""]",D,The instrument held by an ape is a guitar.,(D),D,The instrument held by an ape is a guitar.,True,2,42,1.0510,
GPT4V-hard/10,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/10.webp,outputs/contact_sheets/GPT4V-hard__10/gt_plus_4_irrelevant.jpg,"[858.0, 387.0, 51.0, 129.0]",3,What is the instrument held by an ape?,"[""The instrument held by an ape is a bass."", ""The instrument held by an ape is a violin."", ""The instrument held by an ape is a saxophone."", ""The instrument held by an ape is a guitar.""]",D,The instrument held by an ape is a guitar.,(D),D,The instrument held by an ape is a guitar.,True,5,42,1.4016,
GPT4V-hard/10,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/10.webp,outputs/contact_sheets/GPT4V-hard__10/gt_plus_8_irrelevant.jpg,"[858.0, 387.0, 51.0, 129.0]",4,What is the instrument held by an ape?,"[""The instrument held by an ape is a bass."", ""The instrument held by an ape is a violin."", ""The instrument held by an ape is a saxophone."", ""The instrument held by an ape is a guitar.""]",D,The instrument held by an ape is a guitar.,(D),D,The instrument held by an ape is a guitar.,True,9,42,1.3755,
GPT4V-hard/12,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/12.jpg,outputs/contact_sheets/GPT4V-hard__12/original_only.jpg,"[4599.0, 1296.0, 205.0, 223.0]",,What is the color of the mug?,"[""The color of the mug is black."", ""The color of the mug is red."", ""The color of the mug is white."", ""The color of the mug is blue.""]",D,The color of the mug is blue.,B,B,The color of the mug is red.,False,0,42,0.8098,
GPT4V-hard/12,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/12.jpg,outputs/contact_sheets/GPT4V-hard__12/gt_crop_only.jpg,"[4599.0, 1296.0, 205.0, 223.0]",1,What is the color of the mug?,"[""The color of the mug is black."", ""The color of the mug is red."", ""The color of the mug is white."", ""The color of the mug is blue.""]",D,The color of the mug is blue.,(D),D,The color of the mug is blue.,True,1,42,1.0456,
GPT4V-hard/12,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/12.jpg,outputs/contact_sheets/GPT4V-hard__12/gt_plus_1_irrelevant.jpg,"[4599.0, 1296.0, 205.0, 223.0]",2,What is the color of the mug?,"[""The color of the mug is black."", ""The color of the mug is red."", ""The color of the mug is white."", ""The color of the mug is blue.""]",D,The color of the mug is blue.,(D),D,The color of the mug is blue.,True,2,42,1.0495,
GPT4V-hard/12,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/12.jpg,outputs/contact_sheets/GPT4V-hard__12/gt_plus_4_irrelevant.jpg,"[4599.0, 1296.0, 205.0, 223.0]",2,What is the color of the mug?,"[""The color of the mug is black."", ""The color of the mug is red."", ""The color of the mug is white."", ""The color of the mug is blue.""]",D,The color of the mug is blue.,(D),D,The color of the mug is blue.,True,5,42,1.5473,
GPT4V-hard/12,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/12.jpg,outputs/contact_sheets/GPT4V-hard__12/gt_plus_8_irrelevant.jpg,"[4599.0, 1296.0, 205.0, 223.0]",8,What is the color of the mug?,"[""The color of the mug is black."", ""The color of the mug is red."", ""The color of the mug is white."", ""The color of the mug is blue.""]",D,The color of the mug is blue.,(D),D,The color of the mug is blue.,True,9,42,1.3468,
GPT4V-hard/13,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,outputs/contact_sheets/GPT4V-hard__13/original_only.jpg,"[498.0, 408.0, 50.0, 165.0]",,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,(D),D,The number of that player who is shooting is 8.,True,0,42,0.8629,
GPT4V-hard/13,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,outputs/contact_sheets/GPT4V-hard__13/gt_crop_only.jpg,"[498.0, 408.0, 50.0, 165.0]",1,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,(D),D,The number of that player who is shooting is 8.,True,1,42,1.0512,
GPT4V-hard/13,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,outputs/contact_sheets/GPT4V-hard__13/gt_plus_1_irrelevant.jpg,"[498.0, 408.0, 50.0, 165.0]",1,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,(D),D,The number of that player who is shooting is 8.,True,2,42,1.0511,
GPT4V-hard/13,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,outputs/contact_sheets/GPT4V-hard__13/gt_plus_4_irrelevant.jpg,"[498.0, 408.0, 50.0, 165.0]",2,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,(D),D,The number of that player who is shooting is 8.,True,5,42,1.6341,
GPT4V-hard/13,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/13.png,outputs/contact_sheets/GPT4V-hard__13/gt_plus_8_irrelevant.jpg,"[498.0, 408.0, 50.0, 165.0]",6,Tell me the number of that player who is shooting.,"[""The number of that player who is shooting is 30."", ""The number of that player who is shooting is 10."", ""The number of that player who is shooting is 24."", ""The number of that player who is shooting is 8.""]",D,The number of that player who is shooting is 8.,(D),D,The number of that player who is shooting is 8.,True,9,42,1.5077,
GPT4V-hard/14,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/original_only.jpg,"[1565.0, 1516.0, 177.0, 161.0]",,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,D,D,The black framed board displays a wait time of 15 minutes for the attraction.,False,0,42,0.8356,
GPT4V-hard/14,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_crop_only.jpg,"[1565.0, 1516.0, 177.0, 161.0]",1,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,1,42,1.0313,
GPT4V-hard/14,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_plus_1_irrelevant.jpg,"[1565.0, 1516.0, 177.0, 161.0]",2,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,2,42,1.0299,
GPT4V-hard/14,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_plus_4_irrelevant.jpg,"[1565.0, 1516.0, 177.0, 161.0]",2,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,5,42,1.4152,
GPT4V-hard/14,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/14.jpg,outputs/contact_sheets/GPT4V-hard__14/gt_plus_8_irrelevant.jpg,"[1565.0, 1516.0, 177.0, 161.0]",5,"From the information on the black framed board, how long do we have to wait in line for this attraction?","[""The black framed board displays a wait time of 10 minutes for the attraction."", ""The black framed board displays a wait time of 30 minutes for the attraction."", ""The black framed board displays a wait time of 20 minutes for the attraction."", ""The black framed board displays a wait time of 15 minutes for the attraction.""]",A,The black framed board displays a wait time of 10 minutes for the attraction.,A,A,The black framed board displays a wait time of 10 minutes for the attraction.,True,9,42,1.2861,
GPT4V-hard/15,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/original_only.jpg,"[2074.0, 1266.0, 125.0, 238.0]",,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,0,42,0.8181,
GPT4V-hard/15,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_crop_only.jpg,"[2074.0, 1266.0, 125.0, 238.0]",1,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,1,42,1.0163,
GPT4V-hard/15,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_plus_1_irrelevant.jpg,"[2074.0, 1266.0, 125.0, 238.0]",1,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,2,42,1.0123,
GPT4V-hard/15,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_plus_4_irrelevant.jpg,"[2074.0, 1266.0, 125.0, 238.0]",3,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,5,42,1.3361,
GPT4V-hard/15,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/contact_sheets/GPT4V-hard__15/gt_plus_8_irrelevant.jpg,"[2074.0, 1266.0, 125.0, 238.0]",2,What is the title of that red book?,"[""The title of the red book is \""Websters II\""."", ""The title of the red book is \""Reference Guide\""."", ""The title of the red book is \""Windows Server\""."", ""The title of the red book is \""Office Handbook\"".""]",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,9,42,1.3179,
GPT4V-hard/16,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/original_only.jpg,"[2190.0, 1350.0, 100.0, 151.0]",,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,B,B,A rooster is drawn on that red signicade.,False,0,42,0.8154,
GPT4V-hard/16,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_crop_only.jpg,"[2190.0, 1350.0, 100.0, 151.0]",1,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(C),C,A tiger is drawn on that red signicade.,True,1,42,1.0461,
GPT4V-hard/16,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_plus_1_irrelevant.jpg,"[2190.0, 1350.0, 100.0, 151.0]",2,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(C),C,A tiger is drawn on that red signicade.,True,2,42,1.0463,
GPT4V-hard/16,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_plus_4_irrelevant.jpg,"[2190.0, 1350.0, 100.0, 151.0]",2,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(B),B,A rooster is drawn on that red signicade.,False,5,42,1.4990,
GPT4V-hard/16,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/contact_sheets/GPT4V-hard__16/gt_plus_8_irrelevant.jpg,"[2190.0, 1350.0, 100.0, 151.0]",9,What animal is drawn on that red signicade?,"[""A pig is drawn on that red signicade."", ""A rooster is drawn on that red signicade."", ""A tiger is drawn on that red signicade."", ""A lamb is drawn on that red signicade.""]",C,A tiger is drawn on that red signicade.,(C),C,A tiger is drawn on that red signicade.,True,9,42,1.3334,
GPT4V-hard/17,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/original_only.jpg,"[2101.0, 1440.0, 79.0, 27.0]",,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,D,D,The name of the street ahead is Gambier Street.,True,0,42,0.8192,
GPT4V-hard/17,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_crop_only.jpg,"[2101.0, 1440.0, 79.0, 27.0]",1,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,1,42,1.0510,
GPT4V-hard/17,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_plus_1_irrelevant.jpg,"[2101.0, 1440.0, 79.0, 27.0]",2,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,2,42,1.0506,
GPT4V-hard/17,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_plus_4_irrelevant.jpg,"[2101.0, 1440.0, 79.0, 27.0]",3,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,5,42,1.4825,
GPT4V-hard/17,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/contact_sheets/GPT4V-hard__17/gt_plus_8_irrelevant.jpg,"[2101.0, 1440.0, 79.0, 27.0]",3,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,(D),D,The name of the street ahead is Gambier Street.,True,9,42,1.5233,
GPT4V-hard/18,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/original_only.jpg,"[574.0, 655.0, 43.0, 117.0]",,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,(D),D,The color of the dog is black.,True,0,42,0.8428,
GPT4V-hard/18,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_crop_only.jpg,"[574.0, 655.0, 43.0, 117.0]",1,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,(D),D,The color of the dog is black.,True,1,42,1.0515,
GPT4V-hard/18,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_plus_1_irrelevant.jpg,"[574.0, 655.0, 43.0, 117.0]",1,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,D,D,The color of the dog is black.,True,2,42,1.0202,
GPT4V-hard/18,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_plus_4_irrelevant.jpg,"[574.0, 655.0, 43.0, 117.0]",1,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,D,D,The color of the dog is black.,True,5,42,1.3063,
GPT4V-hard/18,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/contact_sheets/GPT4V-hard__18/gt_plus_8_irrelevant.jpg,"[574.0, 655.0, 43.0, 117.0]",4,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,(D),D,The color of the dog is black.,True,9,42,1.3545,
