sample_id,question,category,gt_answer,final_answer,status,stop_reason,num_rounds,num_crops,runtime_seconds,total_output_tokens,peak_gpu_memory_mb,first_gt_coverage_10_turn,ever_gt_coverage_10_hit,raw_exact_match,official_normalized_match,official_judge_used,official_judge_result,official_judge_pending,official_final_correct,official_final_is_lower_bound
TPROMPTa6afff2f9bd6,What color is the guitar in the picture?,Color Recognition,Brown,The guitar is brown.,completed,answer,5,4,23.314261365681887,535,17119.79638671875,2,True,False,False,True,True,False,True,False
TPROMPT632f637e4902,What color is the mouse in the picture?,Color Recognition,Silver or black,The mouse is white.,completed,answer,3,2,10.06817715242505,303,16450.55908203125,,False,False,False,True,False,False,False,False
TPROMPT6252c375dad4,What color is the glue stick in the picture?,Color Recognition,White,The glue stick is blue.,completed,answer,3,2,11.216386057436466,299,16455.27392578125,1,True,False,False,True,False,False,False,False
TPROMPT59bd48963daf,What color is the correction tape in the picture?,Color Recognition,White or clear,The correction tape in the picture is green.,completed,answer,4,3,18.611621731892228,520,16749.69921875,1,True,False,False,True,False,False,False,False
TPROMPT98301a2c2575,What color is the lighter in the picture?,Color Recognition,Green,,completed,image_or_turn_cap,12,11,71.36885141581297,2138,17162.56396484375,1,True,False,False,True,,False,False,False
TPROMPTfd9e662a5271,What color is the object in Snoopy's hand in the picture?,Color Recognition,Brown or orange,red,completed,answer,4,3,14.764996074140072,402,16621.66943359375,1,True,False,False,True,False,False,False,False
TPROMPTa8d1a6f74ac4,What color is the timer in the picture?,Color Recognition,Green,The timer in the picture is red.,completed,answer,2,1,6.309429086744785,192,16364.21484375,,False,False,False,True,False,False,False,False
TPROMPT1e5ff2942b29,What color is the pencil sharpener in the picture?,Color Recognition,Silver,,completed,image_or_turn_cap,12,11,55.75366470962763,1663,16975.81884765625,,False,False,False,True,,False,False,False
TPROMPT5a17ec0898d7,What color is the correction tape in the picture?,Color Recognition,White,,invalid,unparsed_model_output,4,3,61.37646617740393,2446,16477.6640625,,False,False,False,True,,False,False,False
TPROMPTe63efe3eef16,What color are the gloves in the picture?,Color Recognition,Green,The gloves in the picture are pink.,completed,answer,2,1,7.3455714005976915,176,16606.1533203125,,False,False,False,True,False,False,False,False
TPROMPT2da7609a0e4b,What color is the Bluetooth earphone case in the picture?,Color Recognition,Pink,The Bluetooth earphone case is black.,completed,answer,3,2,10.162702910602093,296,16456.7529296875,,False,False,False,True,False,False,False,False
TPROMPT3b3c80ecf389,What color is the charger cube in the picture?,Color Recognition,White,The charger cube in the picture is red.,completed,answer,3,2,12.139329951256514,317,16683.6865234375,,False,False,False,True,False,False,False,False
TPROMPT31999fa85408,What color is the hair claw clip in the picture?,Color Recognition,Silver,,completed,image_or_turn_cap,12,11,53.679549254477024,1440,16999.30908203125,,False,False,False,True,,False,False,False
TPROMPTeb5d2ac29103,Who is the cartoon character wearing a brown backpack?,Entity Recognition,Mario,,completed,image_or_turn_cap,12,11,59.19350508786738,1361,17612.48486328125,2,True,False,False,True,,False,False,False
TPROMPT5f09e97ce2c9,"In the picture, what is the primarily black object closest to the Mona Lisa picture frame?",Entity Recognition,Kerosene lamp,The primarily black object closest to the picture frame of the Mona Lisa is an alarm clock.,completed,answer,5,4,19.60672729089856,605,16583.30908203125,,False,False,False,True,False,False,False,False
TPROMPT68ca2fe097b9,What is the black and white item near the Lego bricks?,Entity Recognition,Dice,,completed,image_or_turn_cap,12,11,51.28851632401347,1495,16960.6708984375,1,True,False,False,True,,False,False,False
TPROMPT5bdfa8b4b56f,What is the transparent rectangular object in the picture?,Entity Recognition,Ruler,The transparent rectangular object is a model kit or a set of decals.,completed,answer,3,2,11.763956172391772,374,16442.595703125,,False,False,False,True,False,False,False,False
TPROMPT6acc555002b3,What is the predominantly green object near the lint roller?,Entity Recognition,Pumpkin,The predominantly green object near the lint roller is a green frog plush toy.,completed,answer,3,2,11.132633183151484,323,16509.72900390625,1,True,False,False,True,False,False,False,False
TPROMPT37318e20e89a,What is the cyan object up to the thermometer in the picture?,Entity Recognition,Landline phone,The cyan object is a figure from the game Animal Crossing.,completed,answer,4,3,17.535051696002483,544,16547.1240234375,,False,False,False,True,False,False,False,False
TPROMPT55742422545b,What is on the far left of the shelf where Kuromi is located in the picture?,Entity Recognition,Loopy,"There is a grey, stuffed animal, which looks like a bear, on the far left of the shelf.",completed,answer,3,2,14.285935688763857,371,16891.45849609375,,False,False,False,True,False,False,False,False
TPROMPTd1210081d050,What is the coffee-colored object on the plate?,Entity Recognition,Lollipop,The coffee-colored object on the plate is a teddy bear.,completed,answer,6,5,29.47549446672201,603,17163.30126953125,,False,False,False,True,False,False,False,False
TPROMPTb81e20c2db71,What is the object placed in the gap of the bookshelf above the purple marker?,Entity Recognition,Lollipop,,completed,image_or_turn_cap,12,11,62.82379529438913,1647,17374.673828125,1,True,False,False,True,,False,False,False
TPROMPT6f68b40581ba,What is the white-haired elderly person holding in their hand?,Entity Recognition,A book,The white-haired elderly person is holding a blue smartphone in their hand.,completed,answer,4,3,14.302121443673968,443,16479.8740234375,1,True,False,False,True,False,False,False,False
TPROMPT96da9834dbc1,What is the second item to the left of the monkey in the picture?,Entity Recognition,Cat,The second item to the left of the monkey is a white bear-like plush toy.,completed,answer,4,3,19.766933722421527,558,16831.90771484375,,False,False,False,True,False,False,False,False
TPROMPT9cfcac6766a6,What is drawn behind the astronaut in the picture?,Entity Recognition,Tree,,completed,image_or_turn_cap,12,11,58.90777809917927,1637,17097.5791015625,1,True,False,False,True,,False,False,False
TPROMPT4fbb99de6505,What is the blue object closest to the card with a panda pattern in the picture?,Entity Recognition,Toy car,,completed,image_or_turn_cap,12,11,53.92221153527498,1561,16965.83447265625,,False,False,False,True,,False,False,False
TPROMPT937d576541c5,"In the picture, what is the object to the top right of the box closest to a heart shape?",Entity Recognition,Rubik's cube,The object to the top right of the box closest to a heart shape is a pink bicycle.,completed,answer,3,2,10.819929847493768,334,16473.08154296875,,False,False,False,True,False,False,False,False
TPROMPT2fa94160c13d,What is the pink character depicted on the light pink beanbag in the picture?,Entity Recognition,Lotso,The pink character depicted on the light pink beanbag is a cartoon character.,completed,answer,5,4,23.21335094049573,609,16936.82568359375,,False,False,False,True,False,False,False,False
TPROMPT099f36d398c1,"On the second cabinet from the left, what is the product with a blue hemisphere on the packaging?",Entity Recognition,Eye patches,,completed,image_or_turn_cap,12,11,58.548596577718854,1284,17339.39892578125,1,True,False,False,True,,False,False,False
TPROMPT825bccada2da,What is the white object to the front-left of Peppa Pig?,Entity Recognition,Bluetooth headphone case,"The white object to the front-left of Peppa Pig is another pink stuffed animal, which looks like a baby pig, wearing a red dress.",completed,answer,3,2,12.539146840572357,387,16528.94580078125,,False,False,False,True,False,False,False,False
TPROMPT9de5a57bb05d,What is the food closest to the television in the picture?,Entity Recognition,Ice cream,The food closest to the television is a hamburger.,completed,answer,5,4,20.193288262933493,609,16588.49169921875,,False,False,False,True,False,False,False,False
TPROMPT84ed52046338,"Please find the clock in the room. On the countertop of the cabinet to the left of the clock, what is the second item when counting from left to right?",Entity Recognition,Telephone,,completed,image_or_turn_cap,12,11,82.87309855595231,1603,18326.453125,1,True,False,False,True,,False,False,False
TPROMPTacb5e1f84110,"Under the canopy, what is the girl with long hair tied back, wearing a white top and black pants, holding in her hand?",Entity Recognition,An umbrella,,completed,image_or_turn_cap,12,11,65.33342363871634,1585,17386.3857421875,,False,False,False,True,,False,False,False
TPROMPT331ec7b1c71f,"Inside the frame on the shelf in the picture, there is a Captain America doll. What is the crocheted doll to its right called?",Entity Recognition,Chi's Sweet Home,The crocheted doll to the right of the Captain America doll is called Mario.,completed,answer,3,2,11.391699654981494,350,16495.31201171875,1,True,False,False,True,False,False,False,False
TPROMPT42678aebd195,"On the beach in the picture, what is the yellow object to the left of the red and blue tent?",Entity Recognition,Swim ring,The yellow object to the left of the red and blue tent is a yellow ring or float.,completed,answer,5,4,27.746137199923396,612,17350.23681640625,1,True,False,False,True,True,False,True,False
TPROMPTc93f870ffad3,"On the shelf to the right of '碘伏消毒液', what is the most expensive item on the 3rd row from the top?",Entity Recognition,吉列锋速3刀片2片装,,completed,image_or_turn_cap,12,11,110.54564475640655,1752,19798.685546875,,False,False,False,True,,False,False,False
TPROMPTaf2003853447,"In the photo featuring a person wearing a blue mask, what is the decoration hanging to its front-left (outside the photo)?",Entity Recognition,Strawberry,A red strawberry-shaped decoration.,completed,answer,4,3,18.318184921517968,462,16905.05859375,1,True,False,False,True,True,False,True,False
TPROMPT8c50710e0cce,"On the table in the picture, what is the figure in front of the Christmas tree riding?",Entity Recognition,Electric scooter,The figure in front of the Christmas tree is riding a sleigh.,completed,answer,4,3,18.889944018796086,475,16930.32421875,1,True,False,False,True,False,False,False,False
TPROMPT0bfb8770708e,"Please find the two parallel strings of chili peppers in the picture. On the counter below them, counting from left to right, what product is behind the third item?",Entity Recognition,Air-dried sausage or Landjäger,,completed,image_or_turn_cap,12,11,90.8562002722174,1756,18464.6337890625,,False,False,False,True,,False,False,False
TPROMPT312e2d4924ab,"Within the first 4 rows from top to bottom on the shelf, which products have predominantly blue packaging and a price lower than 10 yuan?",Entity Recognition,'南國特浓椰子糖' and '维C软糖',,completed,image_or_turn_cap,12,11,126.30769360437989,1909,20584.732421875,1,True,False,False,True,,False,False,False
TPROMPTa10064d97f46,What is the object immediately to the left of the tweezers in the picture?,Entity Recognition,Toothbrush,,completed,image_or_turn_cap,12,11,57.10829446464777,1630,16986.79248046875,1,True,False,False,True,,False,False,False
TPROMPT35255b0e44f6,What color is the item to the left of the battery in the picture?,Color Recognition,White,black,completed,answer,6,5,36.597664166241884,728,17841.43359375,1,True,False,False,True,False,False,False,False
TPROMPT6ce215638c57,"On the yellow shelf on the wall to the right of the window in the picture, what is the shape of the ornament placed first from top to bottom?",Entity Recognition,Boiled egg,,completed,image_or_turn_cap,12,11,49.55196142755449,1236,17089.81640625,1,True,False,False,True,,False,False,False
