sample_id,baseline_status,baseline_answer_present,baseline_correct,num_prefix_crops,prefix_gt_hit,max_prefix_gt_coverage,first_gt_hit_crop_index,eligible,cohort,exclusion_reason
TPROMPT1490498cee1f,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT07c19ee8daef,completed,True,False,3,True,0.5488565488565489,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT6a3fb0bb1b31,completed,True,False,4,True,0.24,2,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT28c29c1db01e,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT26086032b3a7,completed,False,False,6,True,0.29577464788732394,2,True,primary_prefix_hit,
TPROMPT3e4fe0e13a53,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT35849bcca74c,completed,True,True,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTc0529c3ff153,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT2adad2f7f441,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT00e974d39841,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT17518843f8cc,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT8dd79a19623f,invalid,False,False,3,False,0.0,,False,excluded,fewer_than_6_successful_crops
TPROMPT9dad8fb37323,completed,True,True,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT8f1a37f85a7b,completed,True,False,3,True,0.18181818181818182,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf9789aa0279c,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT5c4cd9457ec6,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTd707edeba9f3,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT9f45ab1d66fe,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTa3ae8e428218,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT88dc50778928,completed,True,False,1,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTd02bc74ad0a8,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT5e89eb1273e1,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT6e8ebd25acae,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTe56ffa2da97d,completed,True,False,2,True,0.3669724770642202,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTde7c9d8b1fa1,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT0a24f2bbb0a8,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTcbf5caf2f74a,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT4315b27969c0,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT459e6815b3ad,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT65ab072c3b73,completed,False,False,6,True,0.5981308411214953,1,True,primary_prefix_hit,
TPROMPT4827f5bac79f,completed,False,False,6,True,0.8411214953271028,1,True,primary_prefix_hit,
TPROMPT3d04f493f1e1,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTcb89849b96c2,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT922f3a55568b,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT977be29c0aae,completed,True,False,6,True,1.0,1,False,excluded,baseline_answer_present
TPROMPT5d1d907d375f,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT75c2356f5e0f,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT8cdd00c71c72,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT384c8f33e4cc,completed,True,False,6,False,0.0,,False,excluded,baseline_answer_present
TPROMPT11157b3d113c,completed,True,False,4,True,1.0,3,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT94339f80b50d,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTbf160f4c535d,invalid,False,False,4,False,0.0,,False,excluded,fewer_than_6_successful_crops
TPROMPTa6afff2f9bd6,completed,True,True,4,True,1.0,2,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT632f637e4902,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT6252c375dad4,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT59bd48963daf,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT98301a2c2575,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTfd9e662a5271,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTa8d1a6f74ac4,completed,True,False,1,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT1e5ff2942b29,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT5a17ec0898d7,invalid,False,False,3,False,0.0,,False,excluded,fewer_than_6_successful_crops
TPROMPTe63efe3eef16,completed,True,False,1,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT2da7609a0e4b,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT3b3c80ecf389,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT31999fa85408,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTeb5d2ac29103,completed,False,False,6,True,1.0,2,True,primary_prefix_hit,
TPROMPT5f09e97ce2c9,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT68ca2fe097b9,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT5bdfa8b4b56f,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT6acc555002b3,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT37318e20e89a,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT55742422545b,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTd1210081d050,completed,True,False,5,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTb81e20c2db71,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT6f68b40581ba,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT96da9834dbc1,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT9cfcac6766a6,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT4fbb99de6505,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT937d576541c5,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT2fa94160c13d,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT099f36d398c1,completed,False,False,6,True,0.7966804979253111,1,True,primary_prefix_hit,
TPROMPT825bccada2da,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT9de5a57bb05d,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT84ed52046338,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTacb5e1f84110,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT331ec7b1c71f,completed,True,False,2,True,0.14814814814814814,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT42678aebd195,completed,True,True,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTc93f870ffad3,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTaf2003853447,completed,True,True,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT8c50710e0cce,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT0bfb8770708e,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT312e2d4924ab,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTa10064d97f46,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT35255b0e44f6,completed,True,False,5,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT6ce215638c57,completed,False,False,6,True,0.45454545454545453,1,True,primary_prefix_hit,
TPROMPT3b824b5818d8,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT98d34d3f2f7e,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT8e6275084324,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTe31648324dbb,completed,True,True,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT590724952722,completed,True,False,6,False,0.0,,False,excluded,baseline_answer_present
TPROMPT5e284ebedfca,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTa720ecb7da24,completed,True,False,6,False,0.0,,False,excluded,baseline_answer_present
TPROMPTe0cbbf2620d3,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTee601cf57b9c,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTb5a4994265ab,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT0ac61557657c,completed,False,False,6,True,1.0,3,True,primary_prefix_hit,
TPROMPTe057ae3a7d46,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT6a40e4600d95,invalid,False,False,5,True,1.0,1,False,excluded,fewer_than_6_successful_crops
TPROMPTb7d16105e70e,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT6a75d7f11f8c,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT9cb8bd6915b4,completed,False,False,6,True,0.18017241379310345,1,True,primary_prefix_hit,
TPROMPT642beb76b8d9,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT4e84c67324b4,completed,False,False,6,True,0.7258064516129032,1,True,primary_prefix_hit,
TPROMPT3091df45580c,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT44008887cd0a,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTc15623bda4f1,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTddb07117b5a0,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT91f41b6832c0,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTf580f92c43df,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTe2d55a4fcc6f,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT762efc0e8ba7,completed,True,True,5,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTffcbc8ce570f,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTd27b2a205b7d,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT3876cff94d32,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTdaf58fe2a41d,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT3c99cee2ee15,completed,True,False,5,True,0.9056603773584906,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTc8991bac3ee9,completed,True,True,3,True,0.95,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTa9dc32957495,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT31205a3f0a8d,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTf693f06204f0,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT7a75636a3b9d,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT4d38369995c3,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT67091f5462b7,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTbb4cf0cc7859,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTb85097d0357f,completed,True,False,6,True,0.5857142857142857,3,False,excluded,baseline_answer_present
TPROMPTc7c603ad3a9e,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTdcc8e5320bb5,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT91b74119b23b,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTd79d39cab392,completed,False,False,6,True,1.0,2,True,primary_prefix_hit,
TPROMPT038b4987f2c1,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTcc36d493e6fa,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT38ac7fbf9141,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT827cb614e2d9,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTbcd9c95a3af1,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTbbf9cdc186ad,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT5f31b3a5e452,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT72757d5fd7cc,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTa9fc22a7914a,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTfa444cc289b4,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT9c0f30434600,completed,False,False,6,True,1.0,3,True,primary_prefix_hit,
TPROMPTef9011c29ddb,completed,False,False,6,True,1.0,3,True,primary_prefix_hit,
TPROMPT76d13ba158b2,completed,False,False,6,True,1.0,5,True,primary_prefix_hit,
TPROMPT684691f534ff,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT110d99998616,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT6064c9a5c9cc,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT947d23b267c1,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT4d9300e23732,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT732a4ca03c30,oom,False,False,6,True,1.0,2,True,primary_prefix_hit,
TPROMPT8b7f32c7243b,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT776fb7077320,completed,True,False,1,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT14874df56003,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT61640b7174a0,completed,True,False,5,True,1.0,2,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT143eb4f78ae5,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTd83b61a6a489,oom,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTe6d5d67c90a4,completed,True,True,6,True,1.0,4,False,excluded,baseline_answer_present
TPROMPT4163826dc1ac,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT6f5246e7919d,oom,False,False,6,True,1.0,2,True,primary_prefix_hit,
TPROMPTbf126167495a,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT082e2ab8ca3f,oom,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTce33bd920c2d,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTbf5dc4466ea8,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTc8292fc01cf4,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf84357322ce5,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT1f1fba410196,completed,True,False,4,True,1.0,2,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT48df9787dcba,completed,True,False,5,True,1.0,3,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTa3f0d7e22800,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT47ffd9aff6a5,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT2f7b35f34328,completed,True,True,6,True,1.0,5,False,excluded,baseline_answer_present
TPROMPTecc803d3a795,completed,True,True,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTcf704e168a0c,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf0701c9a52c1,invalid,False,False,3,False,0.0,,False,excluded,fewer_than_6_successful_crops
TPROMPT93014e1d8303,completed,True,False,1,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT92ccc3e205b9,completed,True,False,4,True,1.0,2,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT2704cc287a78,completed,True,True,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT3548aa15300e,completed,True,True,6,True,1.0,5,False,excluded,baseline_answer_present
TPROMPT59892e5d6946,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT9309f58a65aa,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT31a0621e1bbc,completed,True,True,2,True,0.8162393162393162,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT5f40e3f3825d,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT19d01b3ff8c1,completed,True,False,5,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf5f6e669b005,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTc602c59d4cf3,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT48a9328fd3f6,completed,True,False,5,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTe2ae8879903b,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTfdeca2460585,completed,True,True,1,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT290bead25899,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTdfea3431f2e2,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT4436defccde7,completed,False,False,6,False,0.030303030303030304,,True,secondary_prefix_no_hit,
TPROMPT266023b2027b,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT2300c13c0671,completed,True,False,4,True,0.5853658536585366,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT46edefc49059,invalid,False,False,5,True,1.0,1,False,excluded,fewer_than_6_successful_crops
TPROMPT2f6ab630f960,completed,False,False,6,True,0.29545454545454547,1,True,primary_prefix_hit,
TPROMPT10fc1db354a2,invalid,False,False,5,False,0.0,,False,excluded,fewer_than_6_successful_crops
TPROMPT4e789f57d216,completed,True,False,1,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf03553c35e90,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTce2940009b7b,completed,True,False,1,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT790db35716bc,completed,True,False,3,False,0.07142857142857142,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT3cc2cc870796,completed,True,True,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT397cfabc5668,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT3e12bdceaf5f,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTa959e892eec9,oom,False,False,6,True,1.0,3,True,primary_prefix_hit,
TPROMPT473e38c1eb2d,completed,True,False,5,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT275ea85d1748,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTcb887313e74d,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTf06acbe8b51e,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT256ca214751e,invalid,False,False,4,True,1.0,1,False,excluded,fewer_than_6_successful_crops
TPROMPT294532df0b70,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTf1708d393345,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTb3612e8d6d1e,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT33ad5c10157a,invalid,False,False,4,True,1.0,1,False,excluded,fewer_than_6_successful_crops
TPROMPT8dd640832c5f,completed,True,True,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf75544649373,completed,True,False,5,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT176f197b8403,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT8628d17ba98b,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT433eb7d38409,completed,False,False,6,True,1.0,3,True,primary_prefix_hit,
TPROMPTb597efb6724c,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT4ebc8e5a4604,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT1ba66b77a6b0,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT1c4e65857519,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT9676e8a997c3,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT7dfcef906dff,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
